timestamp,power_W,gpu_util,mem_util
28.5270836353302,62.3,20,16
28.644404888153076,39.459,28,23
28.763144493103027,34.593,6,4
28.87839150428772,45.234,6,4
29.002434968948364,64.24,59,39
29.132477521896362,73.973,59,39
29.248398542404175,49.122,38,27
29.405498027801514,46.172,25,17
29.520071268081665,81.147,25,17
29.637388229370117,54.92,45,38
29.75142002105713,64.729,45,38
29.88339853286743,46.047,45,32
29.99816870689392,52.039,32,25
30.11338782310486,72.063,32,25
30.21821165084839,65.788,69,47
30.346538305282593,53.775,69,47
30.4553861618042,49.377,31,25
30.563385725021362,60.733,31,25
30.708407402038574,73.979,42,33
30.817383289337158,71.823,50,38
30.922033309936523,68.543,50,38
31.027584552764893,57.604,74,46
31.134424448013306,85.584,74,46
31.250240802764893,72.116,48,39
31.361841440200806,55.509,48,39
31.468389749526978,68.194,61,51
31.575551509857178,65.24,61,51
31.681413412094116,72.019,60,42
31.794265508651733,62.731,60,42
31.90241026878357,91.534,53,40
32.02081847190857,54.266,65,49
32.13039708137512,69.661,65,49
32.25651669502258,66.236,61,41
32.37170433998108,77.493,61,41
32.48504328727722,68.543,68,46
32.58948516845703,71.335,68,46
32.69674205780029,67.998,81,47
32.80639338493347,55.674,81,47
32.91106152534485,72.943,94,56
33.01547598838806,73.68,94,56
33.121384143829346,69.716,98,53
33.23704552650452,64.612,97,50
33.343220472335815,68.291,97,50
33.45916724205017,74.266,98,53
33.564499855041504,71.041,98,53
33.669249296188354,69.814,98,53
33.78360676765442,57.408,98,53
33.88726210594177,38.913,59,29
33.994420528411865,90.791,59,29
34.099390745162964,66.669,39,31
34.204461097717285,73.094,39,31
34.3101487159729,73.68,75,54
34.4173858165741,77.2,75,54
34.54538679122925,71.388,81,59
34.65539908409119,43.792,66,47
34.759952783584595,73.041,66,47
34.870699405670166,71.868,74,50
34.97906708717346,70.053,74,50
35.08181834220886,70.249,98,57
35.18452763557434,69.27,98,57
35.28726553916931,70.346,98,54
35.39043641090393,68.543,98,54
35.497233390808105,62.594,98,45
35.602858781814575,72.56,98,45
35.705764055252075,66.921,97,44
35.80838370323181,71.823,97,44
35.912431716918945,76.907,96,45
36.01700949668884,71.53,96,45
36.1196014881134,74.22,100,61
36.22244596481323,74.611,100,61
36.32523322105408,66.921,99,53
36.43458938598633,62.458,99,53
36.53719091415405,67.019,100,51
36.63979363441467,68.04,100,51
36.742621421813965,68.249,99,49
36.845338582992554,72.56,99,49
36.94842195510864,75.197,99,52
37.05418086051941,71.876,99,52
37.157185316085815,69.172,99,52
37.27824521064758,66.906,99,51
37.40238165855408,56.131,99,51
37.51602602005005,64.827,66,46
37.62008237838745,73.927,66,46
37.72620892524719,64.769,80,54
37.844382524490356,71.618,80,54
37.94940447807312,69.521,96,57
38.06302762031555,69.716,96,57
38.167144536972046,72.072,95,59
38.27445363998413,66.628,95,59
38.38710856437683,65.356,97,57
38.49153161048889,52.793,97,57
38.60238981246948,84.893,80,49
38.71106314659119,71.281,88,48
38.81850457191467,70.162,88,48
38.9354043006897,69.466,91,47
39.04039001464844,80.858,91,47
39.14515686035156,64.515,94,62
39.257046699523926,73.289,94,62
39.36237812042236,66.196,99,50
39.47137975692749,71.53,99,50
39.584062576293945,66.277,99,51
39.69052982330322,73.634,99,51
39.81003451347351,69.019,95,51
39.91443061828613,73.485,99,54
40.03515601158142,71.139,99,54
40.1401789188385,72.161,99,54
40.25310826301575,67.019,99,54
40.36183834075928,41.306,64,34
40.4774067401886,74.364,64,34
40.58441877365112,83.642,31,25
40.69333553314209,67.494,31,25
40.79640436172485,70.846,81,53
40.899033069610596,63.829,81,53
41.00165295600891,71.423,96,60
41.10456299781799,70.119,96,60
41.20841383934021,71.476,98,61
41.31493043899536,71.432,98,61
41.4233775138855,60.476,98,54
41.526001930236816,71.423,98,54
41.62872290611267,55.607,99,56
41.73142170906067,70.879,99,56
41.83421301841736,69.618,90,49
41.93719696998596,71.325,90,49
42.040481090545654,74.611,94,49
42.14345908164978,78.274,96,54
42.256409645080566,61.713,96,54
42.36504912376404,71.716,99,50
42.46793079376221,64.808,99,50
42.57118368148804,71.085,99,51
42.682260036468506,70.542,99,51
42.78701114654541,68.487,99,53
42.88976240158081,72.703,99,53
42.992660999298096,73.387,99,54
43.09522891044617,70.401,99,54
43.19803285598755,64.456,99,53
43.301175594329834,68.934,99,53
43.41202425956726,70.89,96,42
43.51487946510315,66.669,96,42
43.617745876312256,70.542,98,42
43.7204966545105,72.703,98,42
43.823325634002686,71.53,97,45
43.92611503601074,70.89,97,45
44.02905893325806,72.116,97,46
44.13192296028137,65.69,97,46
44.24086785316467,71.085,100,64
44.34741973876953,72.116,100,64
44.452056646347046,61.283,99,54
44.554773807525635,74.22,99,54
44.65768384933472,73.191,99,50
44.760759115219116,64.848,99,50
44.87097239494324,68.934,100,52
44.9736053943634,71.965,100,52
45.07623839378357,71.77,100,54
45.178948163986206,66.179,100,54
45.28168964385986,73.778,99,54
45.3843731880188,70.499,99,54
45.49134922027588,61.517,100,54
45.597702980041504,72.996,99,51
45.70481538772583,73.973,99,51
45.80760407447815,66.375,98,52
45.91041302680969,69.564,98,52
46.013426065444946,72.748,93,48
46.1170015335083,70.357,93,48
46.22013306617737,66.236,94,47
46.333189249038696,67.313,94,47
46.43738293647766,72.801,97,53
46.54207134246826,70.455,97,53
46.644750356674194,67.663,99,51
46.74950909614563,72.019,99,51
46.8576123714447,68.054,99,51
46.96026563644409,69.673,99,51
47.06298613548279,73.634,99,52
47.16576266288757,68.445,99,52
47.26854395866394,66.432,99,52
47.37150812149048,69.032,99,52
47.475101709365845,50.498,99,50
47.57902503013611,39.974,99,50
47.68541860580444,40.664,11,6
47.78800415992737,41.034,11,6
47.89056181907654,41.133,0,0
47.993128299713135,41.034,0,0
48.09573698043823,41.133,0,0
48.198280334472656,40.96,0,0
48.30089712142944,40.936,0,0
48.40379214286804,40.861,0,0
48.506590843200684,40.861,0,0
48.609196186065674,40.763,0,0
48.714457511901855,41.059,1,0
49.0401074886322,40.664,0,0
49.14310002326965,40.96,0,0
49.24638295173645,33.922,3,0
60.80250024795532,29.478,0,0
